,Unnamed: 0.1,Unnamed: 0,Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,QID91,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q89,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q90,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds)
227,227,227,I consent,I am between the ages of 18-25.,19.0,2005-06-01,Cisgender Female,White,Yes,Yes - Full time,Sophomore,Yes,Yes,Yes,True,Yes,"Volleyball, Libero, all 4 years",White,Yes,1,True,10.30 pm,20,7am,8,Less than once a week,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Fairly good,Once or twice a week,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Almost never,Often,Sometimes,Often,Almost never,Often,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Often,212
228,228,228,I consent,I am between the ages of 18-25.,19.0,2005-05-05,Cisgender Female,White,Yes,Yes - Full time,Freshman,Yes,Yes,No,True,Yes,"Track and Field, 2 years",White,Yes,"Yes, 1",True,11pm,10 minutes,7am,8 hours,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Fairly good,Three or more times a week,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,222
229,229,229,I consent,I am between the ages of 18-25.,24.0,2001-01-01,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,True,Yes,football and hockey,Non-Hispanic Black,No,,True,11,40,7,7,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Three or more times a week,Very good,Not during the past moth,Three or more times a week,No problem at all,Yes,Once or twice a week,Not during the past month,Three or more times a week,Not during the past month,75 degrees or higher,Always,Sometimes,Often,Always,Always,Almost never,Always,Often,Often,Always,Sometimes,Almost never,Almost never,Always,Sometimes,Sometimes,Often,Almost never,Almost never,Always,520
230,230,230,I consent,I am between the ages of 18-25.,24.0,2000-07-25,Cisgender Male,Hispanic Black,Yes,No,,No,No,No,True,Yes,Football Defensive Tackle,Hispanic Black,No,,True,8 pm,15,8 am,10,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Three or more times a week,Less than once a week,No problem at all,No,,,,,75 degrees or higher,Always,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,787
231,231,231,I consent,I am between the ages of 18-25.,23.0,2001-01-01,Cisgender Female,Non-Hispanic Black,Yes,Yes - Part time,Sophomore,No,No,Yes,True,No,,Non-Hispanic Black,No,,True,11pm,30,6am,7,Not during the past month,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Always,Sometimes,Often,Sometimes,Always,Often,Sometimes,Always,Often,Sometimes,Often,Often,Sometimes,Always,Often,Often,,Often,Always,Often,579
232,232,232,I consent,I am between the ages of 18-25.,19.0,2005-11-11,Cisgender Female,White,Yes,Yes - Full time,Freshman,No,No,No,True,No,,White,No,,True,10:30 pm,15,7:30,8-9,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,Yes,Less than once a week,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Sometimes,Sometimes,Often,Often,Sometimes,Often,Often,Often,Almost never,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,251
233,233,233,I consent,I am between the ages of 18-25.,24.0,,Cisgender Male,White,Yes,Yes - Part time,Senior,No,No,No,True,Yes,Cross country track,White,No,,True,11pm,15 minutes,7am,7hours 45 minutes average ,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Very good,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Almost never,Almost never,Often,Often,Almost never,Almost never,Sometimes,Almost never,Always,Almost never,Almost never,Always,Often,Almost never,Almost never,Sometimes,Often,Always,Almost never,285
234,234,234,I consent,I am between the ages of 18-25.,22.0,2002-06-16,Cisgender Female,Non-Hispanic Black,Yes,No,,No,No,No,True,Yes,"volleyball, middle blocker, all 4 years",Non-Hispanic Black,No,,True,11:00 pm,60 minutes,9:00 am,7,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Three or more times a week,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,75 degrees or higher,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Often,Almost never,436
235,235,235,I consent,I am between the ages of 18-25.,20.0,2005-01-11,Non-binary,Asian,Yes,Yes - Full time,Sophomore,No,No,No,True,No,,Asian,No,,True,2am,40,1pm,8,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Fairly bad,Three or more times a week,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Always,Sometimes,Often,Almost never,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,276
236,236,236,I consent,I am between the ages of 18-25.,21.0,2003-03-29,Cisgender Female,White,Yes,No,,No,No,No,True,Yes,"track, crosscountry",White,No,,True,11:30,20,7:15,7,Once or twice a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Almost never,Almost never,Often,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,324
237,237,237,I consent,I am between the ages of 18-25.,23.0,2001-10-21,Cisgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,True,Yes,"Track and field, sprints. Football, wide receiver.",Asian,No,,True,4am,60 minutes,12:00pm,7 hours,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Once or twice a week,Somewhat of a problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Almost never,Often,Often,,,,,305
238,238,238,I consent,I am between the ages of 18-25.,24.0,2000-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,True,Yes,"soccer, defensive midfielder, 2 years",Non-Hispanic Black,No,,True,10pm,2,4am,6,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Almost never,Almost never,Always,Almost never,Almost never,Always,Always,Almost never,Almost never,Always,Always,Always,Almost never,329
239,239,239,I consent,I am between the ages of 18-25.,24.0,2000-05-02,Cisgender Male,White,Yes,No,,No,No,No,True,No,,White,No,,True,9:30 PM,60,7:00 AM,6.5,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Fairly bad,Once or twice a week,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,75 degrees or higher,Sometimes,Almost never,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Often,Often,Often,Almost never,Often,Sometimes,Always,Sometimes,Often,Often,Sometimes,Sometimes,213
240,240,240,I consent,I am between the ages of 18-25.,23.0,2001-09-07,Cisgender Male,Asian,Yes,No,,No,No,No,True,No,,Asian,No,,True,4 am,10 mins,12,7,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Always,Often,Almost never,Sometimes,Sometimes,Sometimes,355
241,241,241,I consent,I am between the ages of 18-25.,23.0,2001-08-23,Cisgender Female,Latino/Hispanic,Yes,No,,No,No,No,True,Yes,"Volleyball, 1 year",Latino/Hispanic,No,,True,2 am,30 minutes to 45,9,6-7 hours,Three or more times a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Almost never,Sometimes,Often,Often,Sometimes,Often,Often,Sometimes,Often,Almost never,Almost never,Often,Often,Sometimes,Almost never,Often,Almost never,Almost never,Sometimes,260
242,242,242,I consent,I am between the ages of 18-25.,24.0,2001-01-04,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,Yes,True,No,,White,No,,True,1am,120,10am,7,Three or more times a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Three or more times a week,A very big problem,No,,,,,75 degrees or higher,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Almost never,Sometimes,Always,Sometimes,Sometimes,Almost never,Sometimes,Often,196
243,243,243,I consent,I am between the ages of 18-25.,24.0,2000-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,True,Yes,"basketball, point guard, 2 years.",Non-Hispanic Black,No,,True,11pm,3,5am,6,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Almost never,Almost never,Almost never,Always,Often,Almost never,Almost never,Almost never,Almost never,Often,Almost never,Almost never,Often,Often,Almost never,Almost never,Often,Often,Often,Almost never,377
244,244,244,I consent,I am between the ages of 18-25.,23.0,2001-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,True,Yes,"basketball, point guard, 3 years.",Non-Hispanic Black,No,,True,10pm,3,4am,6,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Almost never,Almost never,Almost never,Often,Always,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Always,Always,Almost never,Almost never,Often,Often,Often,Almost never,409
